Link,Format
https://www.gov.uk/government/publications/pe-and-sport-premium-an-investigation-in-primary-schools,publication
https://www.gov.uk/government/publications/capital-funding-for-open-free-schools,publication
https://www.gov.uk/government/publications/universal-infant-free-school-meals-capital-funding-allocations,publication
https://www.gov.uk/government/publications/education-services-grant-2015-to-2016,publication
https://www.gov.uk/government/publications/financial-efficiency-in-schools,publication
https://www.gov.uk/government/publications/universal-infant-free-school-meals-schools-offering-a-hot-meal,publication
https://www.gov.uk/government/publications/universal-infant-free-school-meals-take-up-by-infant-pupils,publication
https://www.gov.uk/government/publications/universal-infant-free-school-meals-uifsm-provisional-funding-allocations-2014-to-2015,publication
https://www.gov.uk/government/publications/capital-allocations,publication
https://www.gov.uk/government/publications/alternative-provision-free-school-funding-agreements-2012,publication
https://www.gov.uk/government/publications/alternative-provision-free-school-funding-agreements-2015,publication
https://www.gov.uk/government/publications/alternative-provision-free-school-funding-agreements-2014,publication
https://www.gov.uk/government/publications/alternative-provision-free-school-funding-agreements-2013,publication
https://www.gov.uk/government/publications/schools-block-funding-formulae-2015-to-2016,publication
https://www.gov.uk/government/publications/targeted-basic-need-programme-fact-sheet-and-further-information,publication
https://www.gov.uk/government/publications/targeted-basic-need-programme-list-of-projects,publication
https://www.gov.uk/government/publications/dedicated-schools-grant-dsg-2015-to-2016,publication
https://www.gov.uk/government/publications/revenue-expenditure-for-free-schools,publication
https://www.gov.uk/government/publications/capital-funding-for-schools-research-priorities-and-questions,???
https://www.gov.uk/government/publications/school-funding-research-priorities-and-questions,???
https://www.gov.uk/guidance/pe-and-sport-premium-for-primary-schools,detailed_guidance
https://www.gov.uk/guidance/education-endowment-foundation-eef-research-schools-funding,detailed_guidance
https://www.gov.uk/guidance/targeted-basic-need-programme,detailed_guidance
https://www.gov.uk/guidance/academies-funding-claims,detailed_guidance
https://www.gov.uk/government/publications/psbp-hertfordshire-luton-and-reading-private-finance-batch,publication
https://www.gov.uk/government/publications/psbp-north-east-1-capital-funded-batch,publication
https://www.gov.uk/government/publications/psbp-derby-capital-funded-batch,publication
https://www.gov.uk/government/publications/psbp-north-west-4-capital-funded-batch,publication
https://www.gov.uk/government/publications/psbp-east-midlands-capital-funded-batch,publication
https://www.gov.uk/government/publications/psbp-midlands-1-capital-funded-batch,publication
https://www.gov.uk/government/publications/psbp-north-east-private-finance-batch,publication
https://www.gov.uk/government/publications/psbp-north-west-private-finance-batch,publication
https://www.gov.uk/government/publications/psbp-yorkshire-private-finance-batch,publication
https://www.gov.uk/government/publications/psbp-midlands-private-finance-batch,publication
https://www.gov.uk/government/publications/priority-school-building-programme-2-psbp2,publication
https://www.gov.uk/government/publications/psbp-selected-contractors-capital-funded-batches,publication
https://www.gov.uk/government/publications/psbp-overview,publication
https://www.gov.uk/government/publications/school-to-school-support-fund-terms-of-use,publication
https://www.gov.uk/government/publications/pe-and-sport-premium-conditions-of-grant-for-2015-to-2016,publication
https://www.gov.uk/government/publications/psbp-selected-bidders-private-finance-batches,publication
https://www.gov.uk/government/publications/year-7-catch-up-premium-2015-to-2016-allocations,publication
https://www.gov.uk/government/publications/academies-land-and-buildings-valuation,publication
https://www.gov.uk/government/publications/academies-and-the-dedicated-schools-grant-2014-to-2015,publication
https://www.gov.uk/government/publications/academies-payments-information-remittance-advice-notes,publication
https://www.gov.uk/government/publications/universal-infant-free-school-meals-uifsm-funding-allocations-2015-to-2016,publication
https://www.gov.uk/government/publications/school-land-decisions-about-disposals,publication
https://www.gov.uk/guidance/school-to-school-support-fund,detailed_guidance
https://www.gov.uk/government/collections/statistics-local-authority-school-finance-data,document_collection
https://www.gov.uk/government/collections/priority-school-building-programme-psbp,document_collection
https://www.gov.uk/government/collections/school-building-design-and-maintenance,document_collection
https://www.gov.uk/government/collections/school-capital-expenditure-and-funding,document_collection
https://www.gov.uk/government/collections/academies-funding-payments-and-compliance,document_collection
https://www.gov.uk/government/publications/dedicated-schools-grant-dsg-2016-to-2017,publication
https://www.gov.uk/government/news/inspirational-new-school-for-durham-after-rebuild,news_article
https://www.gov.uk/government/publications/education-services-grant-esg-2016-to-2017,publication
https://www.gov.uk/government/news/430-primary-schools-win-in-the-pupil-premium-awards-2015,news_article
https://www.gov.uk/government/news/cash-boost-for-disadvantaged-school-children,news_article
https://www.gov.uk/government/news/funding-for-deprived-pupils-set-to-double,news_article
https://www.gov.uk/government/speeches/pupil-premium-funding,speech
https://www.gov.uk/government/news/disadvantaged-primary-pupils-to-benefit-from-extra-225-million,news_article
https://www.gov.uk/government/news/disadvantaged-school-children-to-benefit-from-125-billion-funding-from-april-2012,news_article
https://www.gov.uk/government/news/government-announces-pupil-premium-to-raise-achievement,news_article
https://www.gov.uk/government/news/pupil-premium-awards-2015-winners-congratulated,news_article
https://www.gov.uk/government/news/pupil-premium-evaluation-paves-way-for-new-raft-of-measures-so-schools-help-disadvantaged-pupils,news_article
https://www.gov.uk/government/news/pupil-premium-reform-is-benefiting-children-from-all-backgrounds,news_article
https://www.gov.uk/government/speeches/written-ministerial-statement-by-michael-gove-the-secretary-of-state-for-education-on-schools-financial-settlement-pupil-premium,speech
https://www.gov.uk/government/news/david-laws-discusses-the-impact-of-the-pupil-premium-in-well-off-and-deprived-areas,news_article
https://www.gov.uk/government/news/pupil-premium-schools-to-get-even-more-cash-this-year,news_article
https://www.gov.uk/government/news/secondary-schools-win-in-the-pupil-premium-awards-2015,news_article
https://www.gov.uk/government/news/special-school-finalists-in-2015-pupil-premium-awards-announced,news_article
https://www.gov.uk/government/news/pupil-premium-awards-2014,news_article
https://www.gov.uk/government/news/more-schools-use-pupil-premium-well-but-others-still-struggle,news_article
https://www.gov.uk/government/news/pupil-premium-starts-to-make-positive-difference-in-many-schools,news_article
https://www.gov.uk/guidance/pupil-premium-reviews,detailed_guidance
https://www.gov.uk/guidance/pupil-premium-reviews-a-guide-for-nles,detailed_guidance
https://www.gov.uk/guidance/pupil-premium-information-for-schools-and-alternative-provision-settings,detailed_guidance
https://www.gov.uk/government/publications/pupil-premium-2013-to-2014-final-allocation-tables,publication
https://www.gov.uk/government/publications/pupil-premium-2014-to-2015-illustrative-allocation-tables,publication
https://www.gov.uk/government/publications/pupil-premium-grant-2013-to-2014-conditions-of-grant,publication
https://www.gov.uk/government/publications/the-pupil-premium-how-schools-used-the-funding,publication
https://www.gov.uk/government/publications/the-pupil-premium-how-schools-are-spending-the-funding-successfully,publication
https://www.gov.uk/government/publications/the-pupil-premium-an-update,publication
https://www.gov.uk/government/publications/evaluation-of-pupil-premium,publication
https://www.gov.uk/government/publications/pupil-premium-funding-tables-2012-to-2013,publication
https://www.gov.uk/government/publications/pupil-premium-2014-to-2015-final-allocations,publication
https://www.gov.uk/government/publications/pupil-premium-research-priorities-and-questions,???
https://www.gov.uk/government/publications/pupil-premium-2015-to-2016-allocations,publication
https://www.gov.uk/government/publications/pupil-premium-conditions-of-grant-2016-to-2017,publication
